frame,labels,scores,boxes
524,"['car', 'car', 'car']","[0.980495274066925, 0.9539632797241211, 0.9612606167793274]","[[112, 321, 226, 382], [705, 302, 1158, 494], [465, 342, 1159, 695]]"
525,"['car', 'car']","[0.9813668131828308, 0.9625899195671082]","[[116, 322, 232, 382], [504, 308, 1228, 715]]"
526,"['car', 'car', 'car']","[0.979472815990448, 0.8038097023963928, 0.9379578232765198]","[[120, 322, 240, 387], [802, 306, 1293, 594], [544, 342, 1301, 732]]"
527,"['car', 'car', 'car']","[0.980169415473938, 0.8371452689170837, 0.9393886923789978]","[[126, 319, 249, 387], [801, 315, 1322, 520], [588, 350, 1361, 751]]"
528,"['car', 'car', 'car']","[0.98135906457901, 0.7722759246826172, 0.9408178329467773]","[[131, 319, 258, 388], [894, 314, 1374, 517], [610, 333, 1423, 771]]"
529,"['car', 'car']","[0.9790316224098206, 0.9644883871078491]","[[137, 318, 264, 390], [689, 325, 1430, 790]]"
530,"['car', 'car']","[0.9814012050628662, 0.9536206126213074]","[[141, 318, 274, 392], [749, 366, 1431, 807]]"
531,"['car', 'car', 'car']","[0.9812476634979248, 0.8426660895347595, 0.9436221718788147]","[[148, 318, 284, 393], [999, 340, 1429, 519], [827, 381, 1430, 737]]"
532,"['car', 'car']","[0.9805081486701965, 0.9253027439117432]","[[153, 318, 293, 393], [880, 395, 1431, 780]]"
533,"['car', 'car']","[0.9805288314819336, 0.957980215549469]","[[159, 317, 304, 392], [957, 371, 1433, 785]]"
534,"['car', 'car']","[0.9808663129806519, 0.9566893577575684]","[[167, 314, 315, 395], [1025, 399, 1433, 783]]"
535,"['car', 'car']","[0.9808538556098938, 0.9671598076820374]","[[174, 312, 327, 396], [1107, 423, 1436, 781]]"
536,"['car', 'car']","[0.9803661704063416, 0.928176999092102]","[[182, 313, 338, 398], [1182, 467, 1435, 794]]"
537,"['car', 'car']","[0.9790068864822388, 0.9566803574562073]","[[189, 311, 352, 398], [1255, 403, 1435, 811]]"
538,"['car', 'car']","[0.9791353940963745, 0.8929516673088074]","[[196, 310, 365, 399], [1326, 427, 1433, 686]]"
539,"['car', 'car']","[0.9807460308074951, 0.7592498660087585]","[[206, 312, 378, 400], [1402, 505, 1428, 705]]"
540,['car'],[0.9811031818389893],"[[213, 309, 393, 399]]"
541,['car'],[0.9821556210517883],"[[223, 310, 407, 401]]"
542,['car'],[0.9829503297805786],"[[233, 309, 423, 404]]"
543,['car'],[0.982457160949707],"[[242, 309, 439, 403]]"
544,['car'],[0.9825903177261353],"[[251, 310, 456, 404]]"
545,['car'],[0.9817062020301819],"[[263, 307, 473, 410]]"
546,['car'],[0.9806507229804993],"[[274, 306, 492, 412]]"
547,['car'],[0.9810878038406372],"[[286, 306, 512, 408]]"
548,['car'],[0.9824086427688599],"[[299, 305, 532, 410]]"
549,['car'],[0.9824829697608948],"[[311, 306, 555, 413]]"
550,['car'],[0.9807727932929993],"[[325, 306, 577, 416]]"
551,['car'],[0.9809420108795166],"[[339, 306, 603, 420]]"
552,['car'],[0.9813738465309143],"[[354, 305, 629, 421]]"
553,['car'],[0.9822031855583191],"[[370, 303, 657, 426]]"
554,['car'],[0.9821149110794067],"[[387, 302, 686, 430]]"
555,['car'],[0.980848491191864],"[[406, 302, 716, 435]]"
556,['car'],[0.980893611907959],"[[426, 301, 748, 436]]"
557,['car'],[0.9813502430915833],"[[447, 301, 782, 440]]"
558,['car'],[0.9812449216842651],"[[469, 301, 817, 446]]"
559,['car'],[0.9805657863616943],"[[492, 302, 856, 455]]"
560,['car'],[0.9800236821174622],"[[517, 303, 894, 460]]"
561,['car'],[0.9806075692176819],"[[543, 305, 933, 466]]"
562,['car'],[0.9803758859634399],"[[570, 306, 975, 469]]"
563,['car'],[0.979535698890686],"[[600, 307, 1018, 473]]"
564,['car'],[0.9799794554710388],"[[631, 308, 1062, 482]]"
565,['car'],[0.9807316660881042],"[[663, 309, 1110, 486]]"
566,['car'],[0.9809881448745728],"[[698, 311, 1153, 494]]"
567,['car'],[0.9802200794219971],"[[734, 313, 1200, 514]]"
568,['car'],[0.9804890751838684],"[[774, 319, 1248, 523]]"
569,['car'],[0.9769843816757202],"[[815, 320, 1296, 532]]"
570,['car'],[0.9766315817832947],"[[858, 324, 1345, 539]]"
571,['car'],[0.9790772199630737],"[[904, 328, 1393, 554]]"
572,['car'],[0.9755816459655762],"[[951, 333, 1428, 568]]"
573,['car'],[0.9765937328338623],"[[999, 340, 1429, 577]]"
574,['car'],[0.9782301783561707],"[[1050, 345, 1429, 555]]"
575,['car'],[0.977523922920227],"[[1100, 352, 1431, 544]]"
576,['car'],[0.9731028079986572],"[[1155, 358, 1430, 544]]"
577,['car'],[0.9489814043045044],"[[1206, 364, 1432, 555]]"
578,"['truck', 'car']","[0.7800878882408142, 0.9233250021934509]","[[1259, 375, 1432, 566], [1259, 375, 1433, 567]]"
579,['car'],[0.9346644282341003],"[[1313, 386, 1430, 575]]"
580,['car'],[0.9581746459007263],"[[1361, 403, 1429, 514]]"
581,[],[],[]
582,[],[],[]
583,[],[],[]
584,[],[],[]
585,[],[],[]
586,[],[],[]
587,[],[],[]
588,[],[],[]
589,[],[],[]
590,['car'],[0.859101414680481],"[[7, 345, 31, 393]]"
591,['car'],[0.9279054999351501],"[[7, 332, 31, 392]]"
592,['car'],[0.90529865026474],"[[7, 333, 32, 393]]"
593,['car'],[0.9357832670211792],"[[7, 338, 32, 393]]"
594,['car'],[0.9284542798995972],"[[7, 341, 38, 397]]"
595,['car'],[0.928996741771698],"[[8, 351, 39, 396]]"
596,['car'],[0.9385482668876648],"[[8, 353, 43, 399]]"
597,['car'],[0.9557122588157654],"[[7, 351, 43, 398]]"
598,['car'],[0.953076958656311],"[[7, 351, 43, 398]]"
599,['car'],[0.942901611328125],"[[7, 349, 46, 397]]"
600,['car'],[0.9561073184013367],"[[7, 352, 51, 398]]"
601,['car'],[0.9559776186943054],"[[8, 351, 51, 396]]"
602,['car'],[0.9387844204902649],"[[8, 349, 54, 400]]"
603,['car'],[0.9549510478973389],"[[7, 320, 58, 403]]"
604,['car'],[0.9510423541069031],"[[6, 322, 59, 407]]"
605,['car'],[0.9385190010070801],"[[5, 320, 62, 408]]"
606,['car'],[0.9316043853759766],"[[6, 319, 64, 408]]"
607,['car'],[0.9233118891716003],"[[6, 318, 65, 405]]"
608,['car'],[0.9509080648422241],"[[5, 316, 69, 408]]"
609,['car'],[0.9561177492141724],"[[7, 315, 70, 410]]"
610,"['truck', 'car']","[0.8159428834915161, 0.9332387447357178]","[[7, 314, 73, 410], [7, 314, 73, 410]]"
611,"['truck', 'car']","[0.7905111312866211, 0.9370202422142029]","[[7, 313, 75, 409], [7, 314, 75, 409]]"
612,['car'],[0.9539742469787598],"[[7, 313, 79, 406]]"
613,"['truck', 'car']","[0.7996436357498169, 0.938565194606781]","[[7, 313, 81, 405], [7, 314, 81, 405]]"
614,"['truck', 'car']","[0.8079049587249756, 0.938770592212677]","[[7, 314, 85, 405], [7, 314, 85, 405]]"
615,"['truck', 'car']","[0.915515124797821, 0.8767421245574951]","[[7, 310, 86, 406], [7, 310, 86, 406]]"
616,"['truck', 'car']","[0.912194013595581, 0.8714776635169983]","[[8, 309, 91, 410], [8, 309, 91, 409]]"
617,"['truck', 'car']","[0.9383068084716797, 0.8127747774124146]","[[8, 309, 95, 413], [7, 309, 95, 413]]"
618,['truck'],[0.9511159658432007],"[[7, 309, 97, 414]]"
619,['truck'],[0.9500064253807068],"[[8, 308, 101, 415]]"
620,"['truck', 'car']","[0.9476897716522217, 0.7980931997299194]","[[8, 309, 105, 416], [8, 310, 104, 416]]"
621,['truck'],[0.9618035554885864],"[[9, 308, 108, 415]]"
622,['truck'],[0.9724384546279907],"[[8, 305, 114, 419]]"
623,['truck'],[0.9759319424629211],"[[9, 304, 117, 421]]"
624,['truck'],[0.9735782742500305],"[[8, 303, 120, 421]]"
625,['truck'],[0.9664651155471802],"[[10, 304, 124, 423]]"
626,['truck'],[0.9611510634422302],"[[10, 304, 128, 431]]"
627,['truck'],[0.9679379463195801],"[[10, 300, 131, 424]]"
628,['truck'],[0.9683259129524231],"[[9, 301, 135, 423]]"
629,['truck'],[0.9650818705558777],"[[10, 301, 139, 425]]"
630,['truck'],[0.9686938524246216],"[[11, 300, 144, 426]]"
631,['truck'],[0.9720802903175354],"[[8, 299, 150, 426]]"
632,['truck'],[0.9640356302261353],"[[8, 299, 155, 428]]"
633,['truck'],[0.971849799156189],"[[8, 298, 158, 431]]"
634,['truck'],[0.9716930985450745],"[[8, 298, 164, 432]]"
635,['truck'],[0.9723834991455078],"[[8, 298, 168, 432]]"
636,['truck'],[0.9716286063194275],"[[8, 295, 176, 433]]"
637,['truck'],[0.967814564704895],"[[8, 294, 181, 432]]"
638,['truck'],[0.9732721447944641],"[[8, 294, 189, 433]]"
639,['truck'],[0.9762996435165405],"[[8, 292, 194, 436]]"
640,['truck'],[0.9749380350112915],"[[8, 292, 200, 436]]"
641,['truck'],[0.973588228225708],"[[9, 290, 210, 438]]"
642,['truck'],[0.9686582684516907],"[[10, 290, 216, 436]]"
643,['truck'],[0.972558319568634],"[[10, 290, 227, 437]]"
644,['truck'],[0.9705724120140076],"[[10, 288, 231, 439]]"
645,['truck'],[0.9674500823020935],"[[10, 286, 246, 445]]"
646,['truck'],[0.9717200398445129],"[[8, 285, 253, 446]]"
647,['truck'],[0.9697349667549133],"[[8, 283, 260, 449]]"
648,['truck'],[0.9726048111915588],"[[8, 280, 270, 455]]"
649,['truck'],[0.9712225794792175],"[[7, 280, 280, 458]]"
650,['truck'],[0.9703464508056641],"[[13, 280, 291, 459]]"
651,['truck'],[0.9717807173728943],"[[25, 280, 300, 462]]"
652,['truck'],[0.9722716808319092],"[[25, 279, 310, 463]]"
653,['truck'],[0.9718884825706482],"[[36, 278, 322, 461]]"
654,['truck'],[0.9713217616081238],"[[39, 275, 333, 467]]"
655,['truck'],[0.9683762192726135],"[[42, 272, 346, 463]]"
656,['truck'],[0.9690737128257751],"[[45, 268, 359, 468]]"
657,"['truck', 'car']","[0.9669938087463379, 0.8664237260818481]","[[53, 268, 374, 479], [6, 346, 52, 401]]"
658,"['truck', 'car']","[0.9724790453910828, 0.8139788508415222]","[[56, 267, 389, 485], [7, 310, 54, 402]]"
659,"['truck', 'car']","[0.9719272255897522, 0.8542812466621399]","[[59, 266, 404, 488], [8, 341, 54, 403]]"
660,"['truck', 'car']","[0.9682563543319702, 0.7918121814727783]","[[65, 263, 420, 493], [8, 299, 54, 404]]"
